order_id,product,category,price,quantity,city,order_date,payment_mode
104411,Tablet,Electronics,800.0,4.0,Mumbai,2024-02-07,Card
103905,Tablet,Computers,2000.0,1.0,Kochi,2024-03-10,NetBanking
102788,Charger,Computers,,,Chennai,2024-05-29,NetBanking
101437,Monitor,Accessories,500.0,4.0,Chennai,2024-06-03,NetBanking
102328,Keyboard,Accessories,1500.0,,Hyderabad,2024-05-29,NetBanking
103800,Mouse,Computers,1500.0,3.0,Kochi,2024-03-14,UPI
102326,Laptop,Electronics,,2.0,Chennai,2024-01-12,COD
101435,Mouse,Accessories,2000.0,,Chennai,2024-03-26,UPI
100000,Monitor,Computers,,3.0,Chennai,2024-01-16,COD
103970,Headphones,Computers,,2.0,Bangalore,2024-04-08,Card
104514,Headphones,Computers,2000.0,2.0,Hyderabad,2024-04-20,NetBanking
103335,Keyboard,Accessories,500.0,,Chennai,2024-04-08,Card
102284,Headphones,Electronics,1500.0,4.0,Mumbai,2024-06-15,NetBanking
104969,Mouse,Accessories,500.0,4.0,Mumbai,2024-05-03,NetBanking
103667,Headphones,Computers,2000.0,2.0,Chennai,2024-01-01,Card
103062,Phone,Accessories,-100.0,2.0,Mumbai,2024-02-24,UPI
103766,Charger,Electronics,500.0,4.0,Bangalore,2024-04-04,UPI
104628,Charger,Accessories,1500.0,3.0,Hyderabad,2024-02-18,Card
104052,Charger,Computers,800.0,4.0,Kochi,2024-01-05,Card
100857,Monitor,Electronics,800.0,4.0,Chennai,2024-03-23,UPI
101967,Laptop,Computers,-100.0,1.0,Hyderabad,2024-01-15,COD
101941,Headphones,Accessories,-100.0,2.0,Chennai,2024-05-18,COD
102891,Mouse,Electronics,-100.0,4.0,Hyderabad,2024-06-29,Card
102431,Headphones,Computers,,1.0,Bangalore,2024-02-05,Card
102168,Monitor,Electronics,1200.0,4.0,Chennai,2024-06-15,Card
102104,Keyboard,Electronics,1500.0,4.0,Chennai,2024-03-10,NetBanking
103469,Phone,Electronics,500.0,1.0,Mumbai,2024-06-21,UPI
104608,Laptop,Accessories,1200.0,,Mumbai,2024-01-26,Card
100977,Laptop,Accessories,800.0,1.0,Hyderabad,2024-01-18,NetBanking
102822,Headphones,Computers,,3.0,Kochi,2024-04-18,UPI
100350,Phone,Accessories,1200.0,,Chennai,2024-05-16,COD
103179,Tablet,Electronics,1200.0,3.0,Hyderabad,2024-02-03,COD
104869,Headphones,Computers,,4.0,Mumbai,2024-04-23,COD
104977,Headphones,Accessories,500.0,,Bangalore,2024-05-03,COD
102249,Mouse,Accessories,-100.0,,Bangalore,2024-05-22,COD
101883,Headphones,Electronics,500.0,1.0,Mumbai,2024-04-11,COD
101445,Monitor,Computers,,2.0,Bangalore,2024-06-08,UPI
101869,Charger,Computers,500.0,3.0,Bangalore,2024-02-18,COD
103282,Charger,Accessories,,1.0,Bangalore,2024-01-11,Card
102711,Tablet,Accessories,1200.0,3.0,Mumbai,2024-04-30,UPI
101282,Tablet,Electronics,1200.0,3.0,Hyderabad,2024-06-08,COD
103589,Tablet,Accessories,1200.0,3.0,Mumbai,2024-01-05,Card
102185,Headphones,Accessories,1200.0,1.0,Hyderabad,2024-02-17,UPI
103025,Tablet,Accessories,,2.0,Kochi,2024-06-26,UPI
100651,Phone,Electronics,500.0,,Hyderabad,2024-05-02,NetBanking
100397,Laptop,Computers,,1.0,Bangalore,2024-04-07,UPI
101416,Mouse,Accessories,2000.0,,Mumbai,2024-03-29,Card
104810,Tablet,Electronics,-100.0,3.0,Mumbai,2024-02-10,Card
100436,Tablet,Accessories,1200.0,,Chennai,2024-06-19,NetBanking
103308,Laptop,Accessories,2000.0,2.0,Chennai,2024-03-25,Card
100985,Headphones,Electronics,800.0,4.0,Hyderabad,2024-05-07,UPI
102836,Tablet,Electronics,,3.0,Hyderabad,2024-04-12,Card
102608,Monitor,Electronics,1500.0,3.0,Hyderabad,2024-04-22,UPI
100246,Monitor,Accessories,1500.0,3.0,Kochi,2024-01-08,COD
103968,Laptop,Computers,800.0,1.0,Bangalore,2024-03-30,NetBanking
104460,Charger,Computers,2000.0,4.0,Hyderabad,2024-02-27,COD
100865,Monitor,Accessories,500.0,4.0,Kochi,2024-02-07,UPI
101497,Charger,Electronics,500.0,,Chennai,2024-01-13,NetBanking
100833,Tablet,Accessories,500.0,2.0,Kochi,2024-02-22,UPI
102748,Monitor,Accessories,,4.0,Kochi,2024-04-09,COD
103303,Tablet,Computers,500.0,1.0,Hyderabad,2024-05-19,NetBanking
101888,Tablet,Electronics,2000.0,1.0,Mumbai,2024-03-10,UPI
101873,Charger,Accessories,-100.0,4.0,Bangalore,2024-01-16,COD
103037,Keyboard,Computers,500.0,1.0,Bangalore,2024-03-25,COD
102229,Tablet,Computers,2000.0,4.0,Hyderabad,2024-02-07,COD
103875,Mouse,Electronics,1500.0,3.0,Bangalore,2024-06-07,COD
104997,Charger,Accessories,-100.0,3.0,Chennai,2024-05-30,NetBanking
101853,Charger,Accessories,1200.0,3.0,Chennai,2024-02-19,Card
102718,Keyboard,Accessories,1500.0,3.0,Hyderabad,2024-05-03,COD
103852,Phone,Computers,1200.0,2.0,Mumbai,2024-04-27,UPI
103277,Keyboard,Accessories,,,Kochi,2024-05-16,Card
103579,Tablet,Accessories,1200.0,4.0,Chennai,2024-05-18,COD
102630,Tablet,Accessories,500.0,1.0,Bangalore,2024-04-07,NetBanking
104378,Monitor,Accessories,,4.0,Bangalore,2024-02-19,Card
104671,Mouse,Computers,1500.0,3.0,Hyderabad,2024-01-24,NetBanking
104995,Monitor,Electronics,1200.0,,Kochi,2024-03-31,Card
104292,Monitor,Computers,1500.0,1.0,Bangalore,2024-03-21,NetBanking
101991,Charger,Computers,800.0,3.0,Bangalore,2024-05-17,NetBanking
100664,Tablet,Accessories,-100.0,4.0,Hyderabad,2024-04-24,Card
102934,Headphones,Accessories,1500.0,4.0,Mumbai,2024-03-06,Card
102217,Headphones,Electronics,1500.0,1.0,Mumbai,2024-06-22,NetBanking
101747,Keyboard,Electronics,1200.0,3.0,Bangalore,2024-04-30,COD
103189,Monitor,Electronics,1500.0,3.0,Kochi,2024-05-17,Card
104559,Monitor,Accessories,1500.0,1.0,Kochi,2024-05-07,COD
103092,Laptop,Computers,1500.0,4.0,Kochi,2024-04-14,COD
102036,Phone,Electronics,,2.0,Bangalore,2024-03-04,NetBanking
100482,Tablet,Computers,800.0,4.0,Kochi,2024-04-20,NetBanking
104880,Headphones,Electronics,,2.0,Mumbai,2024-05-04,Card
104927,Phone,Electronics,-100.0,4.0,Mumbai,2024-03-07,COD
102346,Tablet,Electronics,-100.0,3.0,Hyderabad,2024-04-25,COD
103849,Charger,Computers,500.0,2.0,Hyderabad,2024-04-02,Card
104240,Mouse,Accessories,2000.0,4.0,Hyderabad,2024-01-16,UPI
102516,Tablet,Computers,-100.0,3.0,Kochi,2024-03-05,Card
102511,Charger,Accessories,,2.0,Bangalore,2024-01-06,Card
104907,Headphones,Computers,-100.0,4.0,Chennai,2024-01-29,NetBanking
101754,Laptop,Computers,2000.0,3.0,Hyderabad,2024-06-16,COD
101673,Phone,Computers,1500.0,4.0,Chennai,2024-04-07,UPI
101896,Phone,Accessories,1500.0,1.0,Chennai,2024-03-29,UPI
100982,Headphones,Electronics,1200.0,1.0,Hyderabad,2024-01-22,NetBanking
104710,Tablet,Accessories,1500.0,1.0,Bangalore,2024-05-28,COD
102111,Laptop,Electronics,,2.0,Chennai,2024-01-18,UPI
103078,Laptop,Accessories,1500.0,,Mumbai,2024-01-15,NetBanking
103811,Monitor,Electronics,,4.0,Hyderabad,2024-02-11,NetBanking
103708,Mouse,Accessories,1500.0,2.0,Hyderabad,2024-02-15,UPI
100303,Laptop,Electronics,800.0,1.0,Bangalore,2024-01-20,NetBanking
102727,Laptop,Electronics,2000.0,,Kochi,2024-03-06,COD
100401,Headphones,Electronics,800.0,,Chennai,2024-03-08,COD
102819,Keyboard,Electronics,-100.0,4.0,Mumbai,2024-01-20,COD
100297,Headphones,Computers,-100.0,4.0,Bangalore,2024-02-19,COD
101453,Keyboard,Electronics,800.0,2.0,Kochi,2024-02-17,NetBanking
103049,Mouse,Computers,-100.0,3.0,Kochi,2024-03-17,Card
103894,Monitor,Electronics,-100.0,,Bangalore,2024-06-06,NetBanking
102626,Monitor,Electronics,1200.0,4.0,Kochi,2024-03-15,UPI
103190,Keyboard,Electronics,1500.0,,Kochi,2024-01-14,COD
101957,Keyboard,Electronics,2000.0,4.0,Bangalore,2024-04-04,Card
101769,Headphones,Electronics,800.0,3.0,Hyderabad,2024-01-12,UPI
102409,Laptop,Computers,1200.0,,Hyderabad,2024-01-15,COD
101353,Charger,Accessories,800.0,4.0,Kochi,2024-02-01,Card
104608,Mouse,Electronics,,3.0,Bangalore,2024-01-31,NetBanking
104325,Charger,Accessories,500.0,2.0,Hyderabad,2024-05-04,Card
102564,Headphones,Computers,,1.0,Chennai,2024-02-24,Card
100107,Laptop,Electronics,500.0,3.0,Bangalore,2024-01-16,NetBanking
104648,Laptop,Accessories,500.0,4.0,Bangalore,2024-01-17,UPI
104396,Monitor,Computers,1500.0,2.0,Mumbai,2024-04-05,UPI
101373,Keyboard,Accessories,2000.0,,Kochi,2024-06-13,UPI
100771,Phone,Computers,500.0,4.0,Hyderabad,2024-01-10,NetBanking
101433,Keyboard,Accessories,-100.0,,Kochi,2024-05-11,NetBanking
101834,Phone,Computers,800.0,3.0,Hyderabad,2024-02-09,COD
100412,Tablet,Accessories,-100.0,1.0,Kochi,2024-06-01,COD
103741,Monitor,Accessories,,4.0,Bangalore,2024-03-20,NetBanking
100544,Phone,Computers,1500.0,,Chennai,2024-04-12,COD
104096,Monitor,Computers,800.0,3.0,Mumbai,2024-03-14,UPI
102577,Monitor,Accessories,-100.0,1.0,Kochi,2024-06-02,UPI
101885,Headphones,Computers,1200.0,2.0,Mumbai,2024-03-16,UPI
101580,Tablet,Computers,800.0,2.0,Mumbai,2024-05-20,Card
100241,Keyboard,Computers,1500.0,1.0,Kochi,2024-05-03,NetBanking
102363,Monitor,Electronics,,,Kochi,2024-02-05,COD
100438,Laptop,Electronics,2000.0,4.0,Hyderabad,2024-05-19,NetBanking
103672,Monitor,Computers,500.0,2.0,Bangalore,2024-02-02,UPI
100612,Mouse,Computers,-100.0,2.0,Mumbai,2024-04-21,UPI
100426,Tablet,Accessories,,4.0,Hyderabad,2024-04-24,UPI
104293,Mouse,Accessories,1200.0,,Hyderabad,2024-06-24,COD
100009,Headphones,Accessories,-100.0,,Kochi,2024-05-23,UPI
101829,Monitor,Computers,500.0,2.0,Mumbai,2024-01-01,COD
104478,Keyboard,Computers,1500.0,1.0,Mumbai,2024-03-26,Card
100717,Mouse,Computers,500.0,,Bangalore,2024-06-12,UPI
104611,Phone,Accessories,800.0,3.0,Chennai,2024-04-29,COD
102479,Mouse,Computers,2000.0,2.0,Chennai,2024-02-01,COD
103830,Monitor,Electronics,,3.0,Kochi,2024-02-11,COD
104436,Mouse,Computers,1200.0,4.0,Mumbai,2024-04-09,UPI
100523,Keyboard,Computers,-100.0,3.0,Mumbai,2024-04-04,UPI
103014,Charger,Computers,1200.0,2.0,Chennai,2024-04-14,COD
100041,Charger,Accessories,,,Mumbai,2024-03-17,COD
101492,Tablet,Accessories,2000.0,3.0,Mumbai,2024-03-03,UPI
102265,Laptop,Electronics,1500.0,4.0,Kochi,2024-05-16,COD
103768,Monitor,Electronics,1500.0,2.0,Bangalore,2024-01-11,COD
101456,Headphones,Accessories,500.0,,Hyderabad,2024-04-27,Card
101792,Phone,Electronics,2000.0,3.0,Bangalore,2024-04-23,Card
102590,Charger,Computers,1500.0,2.0,Bangalore,2024-06-12,NetBanking
103266,Keyboard,Electronics,1500.0,,Mumbai,2024-04-22,COD
103823,Charger,Computers,2000.0,3.0,Kochi,2024-02-19,NetBanking
100687,Headphones,Accessories,1200.0,1.0,Bangalore,2024-04-14,NetBanking
103787,Charger,Computers,-100.0,2.0,Chennai,2024-02-03,UPI
102178,Laptop,Electronics,500.0,2.0,Hyderabad,2024-02-27,Card
104506,Monitor,Computers,2000.0,4.0,Hyderabad,2024-02-09,UPI
103093,Headphones,Accessories,800.0,,Kochi,2024-04-04,COD
100536,Tablet,Electronics,2000.0,2.0,Kochi,2024-06-30,UPI
104264,Headphones,Computers,800.0,,Chennai,2024-01-11,NetBanking
101870,Laptop,Computers,,3.0,Mumbai,2024-01-22,UPI
103942,Phone,Electronics,1500.0,1.0,Chennai,2024-04-20,COD
100038,Tablet,Electronics,-100.0,4.0,Bangalore,2024-06-03,Card
100763,Keyboard,Accessories,800.0,2.0,Kochi,2024-06-25,UPI
100991,Monitor,Accessories,,1.0,Mumbai,2024-06-09,Card
103803,Laptop,Accessories,1500.0,2.0,Bangalore,2024-06-01,COD
104157,Mouse,Computers,500.0,1.0,Kochi,2024-01-16,UPI
100024,Charger,Accessories,1500.0,4.0,Kochi,2024-04-13,Card
100971,Mouse,Electronics,-100.0,2.0,Kochi,2024-06-04,Card
103095,Mouse,Electronics,1200.0,1.0,Mumbai,2024-01-12,UPI
103271,Charger,Accessories,800.0,,Mumbai,2024-03-18,NetBanking
101007,Monitor,Electronics,2000.0,2.0,Chennai,2024-06-06,COD
104177,Phone,Electronics,-100.0,1.0,Chennai,2024-04-06,NetBanking
101959,Keyboard,Electronics,800.0,2.0,Chennai,2024-01-31,NetBanking
101124,Tablet,Computers,800.0,1.0,Chennai,2024-05-09,NetBanking
102152,Headphones,Electronics,2000.0,1.0,Bangalore,2024-05-13,Card
104056,Tablet,Electronics,1500.0,2.0,Hyderabad,2024-05-26,Card
101873,Laptop,Computers,500.0,,Chennai,2024-01-23,Card
103684,Headphones,Electronics,800.0,,Bangalore,2024-05-12,COD
101923,Mouse,Electronics,500.0,3.0,Bangalore,2024-01-10,COD
103715,Mouse,Computers,1200.0,2.0,Mumbai,2024-02-16,UPI
104915,Headphones,Computers,1500.0,,Bangalore,2024-04-29,NetBanking
102455,Phone,Accessories,-100.0,2.0,Bangalore,2024-05-30,UPI
101191,Headphones,Accessories,,3.0,Hyderabad,2024-04-01,UPI
102142,Phone,Accessories,800.0,1.0,Chennai,2024-01-29,COD
102260,Mouse,Electronics,500.0,2.0,Mumbai,2024-03-09,Card
103543,Monitor,Accessories,2000.0,2.0,Mumbai,2024-04-01,COD
102541,Keyboard,Computers,500.0,4.0,Mumbai,2024-01-31,Card
101449,Laptop,Electronics,1500.0,2.0,Chennai,2024-04-29,Card
100197,Charger,Accessories,-100.0,3.0,Mumbai,2024-02-22,COD
102553,Laptop,Electronics,1200.0,2.0,Mumbai,2024-05-12,NetBanking
104930,Laptop,Computers,1200.0,1.0,Mumbai,2024-04-26,UPI
103379,Tablet,Accessories,800.0,,Chennai,2024-02-17,NetBanking
101692,Keyboard,Accessories,1500.0,2.0,Kochi,2024-06-26,NetBanking
104322,Tablet,Accessories,,1.0,Kochi,2024-02-25,Card
102933,Keyboard,Computers,2000.0,3.0,Hyderabad,2024-04-01,UPI
101076,Monitor,Accessories,-100.0,1.0,Chennai,2024-02-17,Card
103466,Keyboard,Computers,,1.0,Bangalore,2024-06-14,Card
104519,Mouse,Accessories,,4.0,Mumbai,2024-02-14,Card
103167,Phone,Computers,2000.0,4.0,Kochi,2024-05-22,NetBanking
103700,Phone,Electronics,800.0,3.0,Hyderabad,2024-02-06,Card
103446,Charger,Computers,500.0,4.0,Chennai,2024-03-31,UPI
102335,Laptop,Computers,2000.0,,Kochi,2024-04-18,NetBanking
100314,Mouse,Computers,2000.0,1.0,Mumbai,2024-03-31,UPI
101031,Mouse,Computers,1200.0,1.0,Mumbai,2024-06-24,NetBanking
103567,Phone,Accessories,-100.0,3.0,Hyderabad,2024-03-28,COD
100606,Tablet,Accessories,1500.0,4.0,Chennai,2024-04-21,NetBanking
102178,Charger,Accessories,1500.0,,Hyderabad,2024-01-21,NetBanking
103785,Headphones,Electronics,500.0,,Bangalore,2024-03-21,COD
100483,Phone,Computers,1200.0,,Chennai,2024-01-22,UPI
100116,Keyboard,Computers,1500.0,3.0,Chennai,2024-03-19,COD
104660,Monitor,Computers,1200.0,4.0,Hyderabad,2024-06-25,UPI
102015,Laptop,Electronics,500.0,2.0,Mumbai,2024-06-28,Card
104932,Headphones,Accessories,-100.0,2.0,Bangalore,2024-02-05,UPI
104695,Laptop,Electronics,1200.0,4.0,Mumbai,2024-02-13,Card
103129,Mouse,Accessories,-100.0,2.0,Bangalore,2024-03-25,UPI
100563,Mouse,Electronics,-100.0,,Bangalore,2024-05-01,Card
102853,Charger,Accessories,-100.0,2.0,Bangalore,2024-02-05,NetBanking
103349,Phone,Computers,500.0,3.0,Chennai,2024-04-25,UPI
100106,Mouse,Electronics,,4.0,Kochi,2024-06-01,NetBanking
101279,Headphones,Computers,1200.0,1.0,Bangalore,2024-06-18,NetBanking
101907,Monitor,Computers,1200.0,2.0,Kochi,2024-03-08,COD
103081,Monitor,Electronics,2000.0,3.0,Mumbai,2024-06-21,Card
102389,Laptop,Electronics,500.0,4.0,Kochi,2024-01-30,COD
102437,Phone,Computers,2000.0,2.0,Kochi,2024-03-18,NetBanking
100730,Keyboard,Electronics,800.0,4.0,Kochi,2024-04-22,UPI
103934,Mouse,Computers,2000.0,1.0,Mumbai,2024-06-05,UPI
102292,Headphones,Accessories,-100.0,1.0,Chennai,2024-06-30,Card
102025,Keyboard,Electronics,,1.0,Hyderabad,2024-03-13,COD
103167,Phone,Accessories,-100.0,3.0,Mumbai,2024-03-23,Card
102781,Keyboard,Computers,1200.0,2.0,Hyderabad,2024-06-08,UPI
103437,Headphones,Accessories,800.0,4.0,Mumbai,2024-02-17,COD
103948,Headphones,Computers,1200.0,3.0,Kochi,2024-02-22,UPI
103842,Charger,Electronics,800.0,4.0,Kochi,2024-01-12,NetBanking
104901,Keyboard,Computers,2000.0,,Kochi,2024-02-15,COD
104980,Headphones,Computers,800.0,1.0,Bangalore,2024-05-29,UPI
101504,Charger,Electronics,800.0,3.0,Mumbai,2024-05-02,UPI
102515,Laptop,Computers,2000.0,3.0,Bangalore,2024-02-25,Card
101994,Phone,Computers,800.0,4.0,Bangalore,2024-05-28,NetBanking
100474,Laptop,Computers,-100.0,4.0,Kochi,2024-04-04,COD
101243,Charger,Electronics,1500.0,2.0,Kochi,2024-01-08,NetBanking
104857,Keyboard,Computers,2000.0,3.0,Bangalore,2024-05-19,COD
101975,Tablet,Computers,500.0,1.0,Kochi,2024-05-08,NetBanking
101235,Tablet,Computers,800.0,2.0,Bangalore,2024-03-12,NetBanking
100933,Charger,Computers,1500.0,,Bangalore,2024-03-11,Card
102292,Charger,Electronics,2000.0,,Chennai,2024-06-27,UPI
104289,Mouse,Accessories,1500.0,,Kochi,2024-06-17,UPI
104375,Mouse,Electronics,,2.0,Hyderabad,2024-02-25,NetBanking
101991,Laptop,Accessories,800.0,4.0,Kochi,2024-05-30,COD
100351,Laptop,Electronics,,1.0,Hyderabad,2024-02-05,Card
102115,Keyboard,Accessories,2000.0,2.0,Chennai,2024-01-17,Card
100971,Phone,Computers,,3.0,Mumbai,2024-04-12,NetBanking
104361,Monitor,Computers,800.0,3.0,Kochi,2024-04-12,NetBanking
102162,Keyboard,Computers,500.0,1.0,Bangalore,2024-06-12,Card
101297,Laptop,Electronics,800.0,1.0,Mumbai,2024-04-15,COD
101773,Monitor,Computers,1500.0,3.0,Kochi,2024-02-12,NetBanking
100415,Headphones,Electronics,2000.0,3.0,Bangalore,2024-04-22,NetBanking
100806,Mouse,Computers,800.0,3.0,Mumbai,2024-04-25,UPI
102538,Laptop,Electronics,,4.0,Hyderabad,2024-04-17,UPI
100195,Laptop,Accessories,2000.0,4.0,Kochi,2024-01-19,UPI
103371,Laptop,Accessories,1500.0,3.0,Kochi,2024-06-07,NetBanking
100775,Tablet,Computers,2000.0,1.0,Bangalore,2024-05-13,UPI
101842,Keyboard,Accessories,,3.0,Mumbai,2024-04-13,Card
101703,Headphones,Accessories,1500.0,1.0,Chennai,2024-02-06,Card
103039,Phone,Accessories,-100.0,,Mumbai,2024-06-24,NetBanking
101590,Charger,Computers,,4.0,Kochi,2024-05-10,NetBanking
103092,Laptop,Accessories,,3.0,Mumbai,2024-01-19,Card
104189,Headphones,Computers,,2.0,Kochi,2024-04-02,NetBanking
100231,Phone,Electronics,-100.0,4.0,Mumbai,2024-02-13,UPI
103520,Tablet,Accessories,1200.0,3.0,Hyderabad,2024-05-03,COD
102405,Mouse,Computers,-100.0,,Hyderabad,2024-02-16,COD
104004,Charger,Computers,800.0,,Bangalore,2024-06-10,NetBanking
102522,Headphones,Computers,500.0,1.0,Mumbai,2024-06-02,NetBanking
102757,Phone,Electronics,500.0,4.0,Chennai,2024-06-02,Card
102400,Tablet,Accessories,-100.0,,Hyderabad,2024-05-22,NetBanking
101108,Charger,Electronics,500.0,,Chennai,2024-04-06,NetBanking
